Symbol,Date,VOL,Open,High,Low,Close,Volume
GC=F,2026-09-04 08:27:00,,4453.60009765625,4455.7998046875,4453.2998046875,4454.10009765625,512
GC=F,2026-09-04 08:28:00,,4454.60009765625,4458.2001953125,4453.10009765625,4457.7001953125,456
GC=F,2026-09-04 08:29:00,,4457.60009765625,4461.5,4456.5,4459.5,1145
GC=F,2026-09-04 08:30:00,,4459.7001953125,4465.89990234375,4458.89990234375,4464.10009765625,1325
GC=F,2026-09-04 08:31:00,,4464.2001953125,4466.5,4461.10009765625,4462.7998046875,998
GC=F,2026-09-04 08:32:00,,4462.89990234375,4467.7998046875,4461.7001953125,4465.10009765625,516
GC=F,2026-09-04 08:33:00,,4465.2998046875,4467.60009765625,4463,4464.2998046875,502
GC=F,2026-09-04 08:34:00,,4464.60009765625,4467.7998046875,4460.60009765625,4461,651
GC=F,2026-09-04 08:35:00,,4460.89990234375,4465.10009765625,4458.5,4459.10009765625,572
GC=F,2026-09-04 08:36:00,,4459.10009765625,4459.5,4455.2001953125,4456.2998046875,556
GC=F,2026-09-04 08:37:00,,4456.10009765625,4463.60009765625,4456,4461.2001953125,406
GC=F,2026-09-04 08:38:00,,4460.89990234375,4461.60009765625,4457.2998046875,4459.2001953125,218
GC=F,2026-09-04 08:39:00,,4459.60009765625,4460,4452.2998046875,4454.7001953125,381
GC=F,2026-09-04 08:40:00,,4454.5,4459,4454,4455.10009765625,281
GC=F,2026-09-04 08:41:00,,4455,4460.60009765625,4454.2001953125,4458.10009765625,270
GC=F,2026-09-04 08:42:00,,4457.2998046875,4463.89990234375,4456.7998046875,4462.60009765625,310
GC=F,2026-09-04 08:43:00,,4463.10009765625,4469.39990234375,4463.10009765625,4465.10009765625,822
GC=F,2026-09-04 08:44:00,,4465.5,4471.10009765625,4464.89990234375,4470.7998046875,801
GC=F,2026-09-04 08:45:00,,4470.60009765625,4471.5,4465.10009765625,4466.60009765625,473
GC=F,2026-09-04 08:46:00,,4466.7998046875,4475,4466.7001953125,4474.60009765625,632
GC=F,2026-09-04 08:47:00,,4474.60009765625,4479.39990234375,4474.2998046875,4479.2001953125,804
GC=F,2026-09-04 08:48:00,,4479.2998046875,4481.7998046875,4476.2998046875,4478.7998046875,731
GC=F,2026-09-04 08:49:00,,4478.7001953125,4478.7001953125,4475.10009765625,4476.89990234375,268
GC=F,2026-09-04 08:50:00,,4477.2998046875,4478.2998046875,4474.10009765625,4476.39990234375,315
GC=F,2026-09-04 08:51:00,,4475.89990234375,4476.7001953125,4472.5,4476.39990234375,386
GC=F,2026-09-04 08:52:00,,4476.7001953125,4478.5,4470.5,4472.7001953125,323
GC=F,2026-09-04 08:53:00,,4472.60009765625,4472.89990234375,4468.7001953125,4468.89990234375,371
GC=F,2026-09-04 08:54:00,,4469,4473.2998046875,4468,4469.60009765625,255
GC=F,2026-09-04 08:55:00,,4469.7001953125,4471.7998046875,4469.2001953125,4471.60009765625,243
GC=F,2026-09-04 08:56:00,,4471.7998046875,4473.7998046875,4470.7998046875,4471.7001953125,202
GC=F,2026-09-04 08:57:00,,4472,4472.5,4466.60009765625,4467.2001953125,501
GC=F,2026-09-04 08:58:00,,4466.89990234375,4466.89990234375,4460.39990234375,4461.2001953125,824
GC=F,2026-09-04 08:59:00,,4461.10009765625,4463,4459.7998046875,4459.89990234375,309
GC=F,2026-09-04 09:00:00,,4460,4464.2001953125,4459.2001953125,4463.89990234375,396
GC=F,2026-09-04 09:01:00,,4464.2998046875,4465.2001953125,4461,4464.89990234375,369
GC=F,2026-09-04 09:02:00,,4464.7998046875,4466.89990234375,4461.2998046875,4461.39990234375,383
GC=F,2026-09-04 09:03:00,,4461.89990234375,4464.7998046875,4458.7998046875,4463.60009765625,192
GC=F,2026-09-04 09:04:00,,4462.89990234375,4467.7998046875,4461.7001953125,4467.7998046875,245
GC=F,2026-09-04 09:05:00,,4467.89990234375,4470,4467.2998046875,4468.10009765625,320
GC=F,2026-09-04 09:06:00,,4468.39990234375,4470.2001953125,4462.5,4466.7001953125,363
GC=F,2026-09-04 09:07:00,,4466.2998046875,4471.89990234375,4465.7998046875,4469.7998046875,367
GC=F,2026-09-04 09:08:00,,4470.2998046875,4473.89990234375,4470.2998046875,4473.89990234375,201
GC=F,2026-09-04 09:09:00,,4473.89990234375,4474.5,4469.10009765625,4471,260
GC=F,2026-09-04 09:10:00,,4470.89990234375,4471.39990234375,4467.2001953125,4470.10009765625,217
GC=F,2026-09-04 09:11:00,,4470.2998046875,4470.7001953125,4466.2998046875,4466.7998046875,275
GC=F,2026-09-04 09:12:00,,4466.7001953125,4470.89990234375,4466.39990234375,4468.89990234375,167
GC=F,2026-09-04 09:13:00,,4469.2998046875,4479.10009765625,4469.10009765625,4479.10009765625,454
GC=F,2026-09-04 09:14:00,,4479.60009765625,4482.7001953125,4478.60009765625,4481.89990234375,533
GC=F,2026-09-04 09:15:00,,4481.39990234375,4484.60009765625,4480.89990234375,4481.2998046875,419
